steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.9189537432896
3;3;53.83790748657913
4;3;52.75686122986869
5;3;51.67581497315833
6;3;50.59476871644786
7;3;49.51372245973746
8;3;48.4326762030271
9;3;47.32237060346257
10;3;46.18206429817573
11;3;45.06647972874219
12;3;43.941256584164194
13;3;42.83457090943271
14;3;41.73074630357618
15;3;40.60550157471587
16;3;39.50923538816892
17;3;38.42540617651527
18;3;37.3097496271305
19;3;36.18616362753898
20;3;35.04514392484314
21;3;33.97215969660228
22;3;32.876898630149206
23;3;31.74786853021402
24;3;30.65402955776146
25;3;29.55879724537931
26;3;28.464743769197
27;3;27.334507660203403
28;3;26.243799486199627
29;3;25.117776036652412
30;3;24.007453980730276
31;3;22.920595254922326
32;3;21.826841102106773
33;3;20.75903950186826
34;3;19.696039747533785
35;3;18.608698474169532
36;3;17.5831588151227
37;3;16.479720335261675
38;3;15.396249179500671
39;3;14.286930369432412
40;3;13.180592390134166
1;4;56.0
2;4;54.91895374328963
3;4;53.83790748657916
4;4;52.7568612298687
5;4;51.67581497315833
6;4;50.59476871644786
7;4;49.51372245973746
8;4;48.43267620302709
9;4;47.33641590184751
10;4;46.17907475720524
11;4;44.93634264088192
12;4;43.68857701087927
13;4;42.40769603149985
14;4;41.11506105483979
15;4;39.73049037091036
16;4;38.34419986133043
17;4;37.07129904191199
18;4;35.749528150266634
19;4;34.537281867863605
20;4;33.21818220427437
21;4;31.936200698871357
22;4;30.71361396712883
23;4;29.48363487722856
24;4;28.201326948102015
25;4;27.029260065951433
26;4;25.905125710367685
