steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.91895374328962
3;3;53.83790748657916
4;3;52.7568612298687
5;3;51.67581497315834
6;3;50.59476871644785
7;3;49.51372245973745
8;3;48.432676203027086
9;3;47.34855962761162
10;3;46.264432537406044
11;3;45.17079590028281
12;3;44.084332388084505
13;3;42.99245590571001
14;3;41.89975212648242
15;3;40.800757412480486
16;3;39.6963848013069
17;3;38.60003144610736
18;3;37.49989561821102
19;3;36.43184657898085
20;3;35.35054084697324
21;3;34.270336419669206
22;3;33.17810499183424
23;3;32.09114735707411
24;3;31.012025043720428
25;3;29.932375536586548
26;3;28.819146229725536
27;3;27.669353798755086
28;3;26.501970260158775
29;3;25.36532851168418
30;3;24.236535382396564
31;3;23.05773296856102
32;3;21.920583450595743
33;3;20.743755926886887
34;3;19.639745341976553
35;3;18.51360800768046
36;3;17.474354855886716
1;4;56.0
2;4;54.91895374328961
3;4;53.83790748657914
4;4;52.75686122986872
5;4;51.675814973158346
6;4;50.59476871644785
7;4;49.51372245973744
8;4;48.43267620302711
9;4;47.2449546546491
10;4;45.940030456168
11;4;44.43829686796215
12;4;42.90773400739711
13;4;41.35836481096892
14;4;39.778584834598924
15;4;38.129080706363226
16;4;36.61182675784324
17;4;35.197114692040046
18;4;33.960337899408344
19;4;32.79854285241972
20;4;31.648018384856385
21;4;30.537054769443042
22;4;29.370908388720963
