steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.91895374328963
3;3;53.837907486579155
4;3;52.7568612298687
5;3;51.67581497315833
6;3;50.594768716447845
7;3;49.50332743100995
8;3;48.41827087852974
9;3;47.33720065289334
10;3;46.22666442925381
11;3;45.09880328597342
12;3;43.97053557976339
13;3;42.850162619198926
14;3;41.70729172248387
15;3;40.57955784726615
16;3;39.46470505358435
17;3;38.338968707471906
18;3;37.20008732618432
19;3;36.10175576696518
20;3;34.99758665492821
21;3;33.911837853093665
22;3;32.82414254178114
23;3;31.750123448263043
24;3;30.613044257043576
25;3;29.50514288558351
26;3;28.432550439076817
27;3;27.327582130123783
28;3;26.202913244121188
29;3;25.03354354057104
30;3;23.921161772171423
31;3;22.807059568678916
32;3;21.710883783012036
33;3;20.634006195955894
34;3;19.53303373596608
35;3;18.440645467019067
36;3;17.37706139599685
37;3;16.30513914832714
38;3;15.251996299035232
39;3;14.193739080976592
40;3;13.12752326474608
41;3;12.046589162748809
42;3;10.946717613367673
43;3;9.969249974128878
44;3;8.823866777504842
45;3;7.712661490922913
46;3;6.688574107022935
47;3;5.628569776665333
1;4;56.0
2;4;54.91895374328961
3;4;53.837907486579155
4;4;52.756861229868704
5;4;51.67581497315834
6;4;50.59476871644786
7;4;49.51372245973745
8;4;48.43267620302708
9;4;47.345931580568745
10;4;46.15861486261137
11;4;44.88038919823863
12;4;43.406055915801
13;4;41.834254574643175
14;4;40.30538452052561
15;4;38.73586420035133
16;4;37.142363780767226
17;4;35.557101688196504
18;4;34.243758658901825
