steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.91895374328961
3;3;53.837907486579155
4;3;52.756861229868704
5;3;51.67581497315834
6;3;50.59476871644785
7;3;49.51372245973745
8;3;48.42730959144944
9;3;47.33675515155266
10;3;46.24329259953475
11;3;45.13695310298432
12;3;43.996736183433065
13;3;42.877496702407804
14;3;41.72632059137427
15;3;40.59072492637586
16;3;39.46336791356513
17;3;38.313469924279964
18;3;37.19207838708141
19;3;36.08923852305092
20;3;35.0025591632636
21;3;33.88720992894462
22;3;32.7661524335059
23;3;31.67254536330657
24;3;30.554667118503918
25;3;29.47740680796775
26;3;28.39860924201065
27;3;27.283596041452956
28;3;26.217229674398858
29;3;25.144313631487755
30;3;24.091887880331
31;3;23.0218232638893
32;3;21.955822601936624
33;3;20.87984577566499
34;3;19.78093139592535
35;3;18.719705477461503
36;3;17.658607261129944
37;3;16.549282148061735
38;3;15.458749876908572
39;3;14.426530973117636
40;3;13.376257649367817
41;3;12.273586504071135
42;3;11.192157626101748
43;3;10.11793023904663
44;3;9.072172901622064
45;3;7.978708180227371
46;3;6.907529343709346
47;3;5.918969993293605
48;3;4.798245507681298
1;4;56.0
2;4;54.91895374328961
3;4;53.83790748657914
4;4;52.75686122986871
5;4;51.675814973158346
6;4;50.59476871644785
7;4;49.513722459737444
8;4;48.43267620302707
9;4;47.33665238958539
10;4;46.22420007726198
11;4;45.08811138407562
12;4;43.898900873536064
13;4;42.63351827428895
14;4;41.34709210196885
15;4;39.99738427558844
16;4;38.69934067519769
17;4;37.3427872106955
18;4;35.94379725783591
19;4;34.551641861599556
20;4;33.21350537271166
21;4;31.888420487282623
22;4;30.58726669543671
23;4;29.348219427231093
24;4;28.088823395762233
25;4;27.04520349354499
26;4;25.78033163946098
27;4;24.742514905431985
28;4;23.500953268587395
29;4;22.79199776378
30;4;22.04438819361162
31;4;21.137446886475207
32;4;19.694414194185786
33;4;18.90113557216544
34;4;18.36352785060804
35;4;17.896180863058675
36;4;17.21997997892732
