steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.918953743289606
3;3;53.83790748657913
4;3;52.75686122986869
5;3;51.67581497315834
6;3;50.59476871644785
7;3;49.50841042387078
8;3;48.413663571573004
9;3;47.318090914998415
10;3;46.2275532729091
11;3;45.13267191520587
12;3;44.011421241954544
13;3;42.88508624184399
14;3;41.768140932991976
15;3;40.668014656963436
16;3;39.59487781745023
17;3;38.49900595020958
18;3;37.40886974919832
19;3;36.29694492606491
20;3;35.23019546914504
21;3;34.163225295236295
22;3;33.046367388895206
23;3;31.977417935479863
24;3;30.895145512908663
25;3;29.805651606936987
26;3;28.717737812091
27;3;27.55414336775846
28;3;26.436624374712142
29;3;25.37803583517897
30;3;24.225143227485695
31;3;23.12938496830982
32;3;21.950921152687958
33;3;20.825906376608103
34;3;19.721445449923003
1;4;56.0
2;4;54.91895374328961
3;4;53.837907486579134
4;4;52.756861229868726
5;4;51.675814973158346
6;4;50.59476871644786
7;4;49.513722459737465
8;4;48.42837601872528
9;4;47.31219962035695
10;4;46.12984172292194
11;4;44.83793192499931
12;4;43.51756583307373
13;4;42.127459123114505
14;4;40.77089470887897
15;4;39.32438106663863
16;4;37.89594239796765
17;4;36.56100539555609
18;4;35.27443750154007
19;4;34.0474768213597
20;4;32.77276683035698
21;4;31.593520829783245
22;4;30.54736882731155
23;4;29.46593164570292
