steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.91895374328961
3;3;53.83790748657913
4;3;52.756861229868726
5;3;51.675814973158346
6;3;50.59476871644786
7;3;49.49727339951243
8;3;48.40806461300568
9;3;47.30335328051488
10;3;46.17092462622345
11;3;45.061708511072915
12;3;43.94498681833667
13;3;42.81459096504943
14;3;41.68942975325389
15;3;40.58303688933085
16;3;39.46108247047498
17;3;38.36126213400695
18;3;37.25590574280828
19;3;36.16179513873419
20;3;35.0673388566771
21;3;33.98799466514891
22;3;32.883674953322235
23;3;31.771996162452336
24;3;30.654071652119928
25;3;29.5362300814791
26;3;28.448722207274034
27;3;27.30404717932266
28;3;26.21073770807914
29;3;25.156175303435127
30;3;24.03504659185978
31;3;22.926808865687303
32;3;21.831405323959835
33;3;20.753534464729533
34;3;19.680940851448742
35;3;18.618655764245304
36;3;17.541692872113178
37;3;16.453175957542793
38;3;15.386775141141051
39;3;14.318305410462205
40;3;13.251468632399197
41;3;12.223795884142955
42;3;11.102498591721275
43;3;10.014963767918882
44;3;8.98633543512269
45;3;7.885731470494076
1;4;56.0
2;4;54.91895374328961
3;4;53.83790748657916
4;4;52.756861229868704
5;4;51.67581497315834
6;4;50.59476871644786
7;4;49.51372245973745
8;4;48.432676203027086
9;4;47.35162994631664
10;4;46.15870314455844
11;4;44.81032386451358
12;4;43.406617370715146
13;4;41.93435224999324
14;4;40.34750471056636
15;4;38.74691677197413
16;4;37.064630207521205
17;4;35.58828260363654
18;4;34.1510751117615
19;4;32.980046152046114
20;4;31.935137684058546
