steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.91895374328962
3;3;53.837907486579155
4;3;52.756861229868704
5;3;51.67581497315834
6;3;50.59476871644785
7;3;49.50962040679425
8;3;48.42013938143991
9;3;47.32526285831386
10;3;46.231801891205166
11;3;45.12857225543472
12;3;44.01343171490848
13;3;42.89612452192048
14;3;41.802184722850754
15;3;40.70509280695201
16;3;39.63043916196498
17;3;38.55545708357354
18;3;37.455541877224896
19;3;36.36733175247884
20;3;35.274751880317815
21;3;34.18240216720966
22;3;33.089468018084446
23;3;31.97523849602684
24;3;30.863213516249154
25;3;29.776171437463013
26;3;28.676478762721935
27;3;27.614091012371954
28;3;26.539606042643104
29;3;25.421882445882506
30;3;24.272513240305262
31;3;23.083919744825938
32;3;21.929517086009387
33;3;20.853024664075267
34;3;19.751865417250603
35;3;18.61013749965372
36;3;17.569317386203497
1;4;56.0
2;4;54.918953743289606
3;4;53.837907486579134
4;4;52.75686122986872
5;4;51.67581497315835
6;4;50.59476871644785
7;4;49.51372245973744
8;4;48.43267620302711
9;4;47.218262351242316
10;4;45.85429362769794
11;4;44.320348075485356
12;4;42.763596040209904
13;4;41.23239616750395
14;4;39.69951586567327
15;4;37.9972871267149
16;4;36.48805801372668
17;4;35.101269966198046
18;4;34.047570452685974
19;4;33.035056368459514
20;4;31.921662345137822
21;4;30.89233257465024
22;4;30.962870509183613
