steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.91895374328961
3;3;53.83790748657915
4;3;52.75686122986871
5;3;51.675814973158346
6;3;50.59476871644786
7;3;49.508024093989555
8;3;48.4269674577423
9;3;47.319417012813744
10;3;46.21917449518308
11;3;45.10080218317632
12;3;43.969901633626016
13;3;42.852799720943125
14;3;41.72367873101334
15;3;40.544138001834106
16;3;39.412439106778294
17;3;38.33554266219475
18;3;37.236743331007176
19;3;36.11487009891829
20;3;35.029980264058224
21;3;33.94837713683724
22;3;32.9179775328659
23;3;31.862960476782014
24;3;30.80616212959021
25;3;29.69974607570158
26;3;28.568326457001692
27;3;27.46635421753171
28;3;26.37521099338766
29;3;25.2974359252809
30;3;24.213432168525653
31;3;23.0438139856819
32;3;21.954349484260803
33;3;20.8420543204195
34;3;19.804685966153276
1;4;56.0
2;4;54.91895374328962
3;4;53.83790748657916
4;4;52.7568612298687
5;4;51.67581497315833
6;4;50.59476871644786
7;4;49.51372245973745
8;4;48.432676203027086
9;4;47.340613773517546
10;4;46.16209710355175
11;4;44.89627617816779
12;4;43.43330489940271
13;4;42.01944431323029
14;4;40.56160337538159
15;4;39.05118832446196
16;4;37.45946802446919
17;4;36.112940622622396
18;4;34.85091330464801
19;4;33.65901960156785
20;4;32.52584199783523
21;4;31.477914991853666
22;4;30.348386940390146
23;4;29.600432462328268
24;4;28.608568451142133
25;4;27.552674689592372
26;4;26.078977043546487
27;4;25.10622801104464
28;4;23.855234500007654
29;4;22.72753976384133
30;4;21.527459733501814
31;4;20.49132726075814
32;4;18.959465226838184
33;4;17.473798571063075
34;4;15.812543541051042
35;4;14.9117825111947
