steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.91895374328961
3;3;53.83790748657914
4;3;52.75686122986872
5;3;51.675814973158346
6;3;50.59476871644785
7;3;49.50814576727954
8;3;48.42708956994094
9;3;47.32201057264917
10;3;46.196431729163365
11;3;45.035522693314306
12;3;43.868039651392266
13;3;42.71086762615838
14;3;41.530881559702905
15;3;40.3100422801128
16;3;39.15803380497914
17;3;38.035210012369376
18;3;36.92639180956946
19;3;35.86299678882337
20;3;34.801440834901136
21;3;33.7235210959836
22;3;32.64463192125775
23;3;31.547566092597645
24;3;30.47331008365044
25;3;29.376862141432696
26;3;28.29536112251486
27;3;27.214889942328576
28;3;26.092086438104538
29;3;25.064997308793394
30;3;23.972329505492457
31;3;22.90927715179634
32;3;21.861656358532255
33;3;20.76806453882414
34;3;19.69355302865906
35;3;18.609209840140704
36;3;17.519553325838903
37;3;16.507122315168143
38;3;15.467163469202443
39;3;14.444564735413143
40;3;13.355688215842353
41;3;12.242492807745116
42;3;11.197112864242499
43;3;10.190212275624521
44;3;9.092068844237932
45;3;8.044109423464498
46;3;6.9011507620040025
47;3;5.7810645276755395
1;4;56.0
2;4;54.918953743289606
3;4;53.83790748657913
4;4;52.756861229868726
5;4;51.67581497315833
6;4;50.59476871644786
7;4;49.51372245973746
8;4;48.4326762030271
9;4;47.34277853230625
10;4;46.22214419412185
11;4;45.079269397567764
12;4;43.86575516149955
13;4;42.5183690276493
14;4;41.19879219573259
15;4;39.816431395740686
16;4;38.38900079804677
17;4;36.96020761769788
18;4;35.53311309736604
19;4;34.156457490394985
20;4;32.93431684215318
21;4;31.74302563236995
22;4;30.49017955327347
23;4;29.410888179996522
24;4;28.474700601629067
