steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.91895374328962
3;3;53.83790748657916
4;3;52.7568612298687
5;3;51.67581497315833
6;3;50.59476871644786
7;3;49.51372245973745
8;3;48.41743542034272
9;3;47.30229005001469
10;3;46.191639412336265
11;3;45.084538340194314
12;3;43.93522422741729
13;3;42.762957868593034
14;3;41.59128644638972
15;3;40.41929251470064
16;3;39.26959939804548
17;3;38.15148560475429
18;3;37.035514698887866
19;3;35.93238124260333
20;3;34.82891113414795
21;3;33.73691903948923
22;3;32.66068048694404
23;3;31.558080377976445
24;3;30.451300249139546
25;3;29.370517271277176
26;3;28.287539728143813
27;3;27.20806133682656
28;3;26.120845560709586
29;3;25.028798027646385
30;3;23.938797878823287
31;3;22.83089129070604
32;3;21.709740441454603
33;3;20.635127499735034
34;3;19.564916709763782
35;3;18.51095649597003
36;3;17.461933538942255
37;3;16.43173716434787
38;3;15.356725756020039
39;3;14.282630092689795
40;3;13.231247929520737
41;3;12.135826095677457
42;3;11.026848602481982
43;3;10.05235930601033
44;3;9.05401641454684
45;3;8.079978971554691
46;3;7.066599898771812
47;3;6.027209692170365
1;4;56.0
2;4;54.9189537432896
3;4;53.83790748657913
4;4;52.75686122986869
5;4;51.67581497315833
6;4;50.59476871644786
7;4;49.51372245973746
8;4;48.4326762030271
9;4;47.33880819696611
10;4;46.16676584090164
11;4;44.85426255989079
12;4;43.41948068913998
13;4;41.93865591145301
14;4;40.4219205068683
15;4;38.8196499907796
16;4;37.186668361917775
17;4;35.801077834869616
18;4;34.46240849754076
19;4;33.3195018924471
20;4;32.204652500073585
21;4;31.162870687527825
22;4;30.18242937138206
23;4;29.50935895819834
