steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.9189537432896
3;3;53.83790748657913
4;3;52.75686122986869
5;3;51.675814973158325
6;3;50.59476871644785
7;3;49.51372245973746
8;3;48.42356300967446
9;3;47.336695985640475
10;3;46.22259385438638
11;3;45.106109855263135
12;3;43.973623275183634
13;3;42.82749063219195
14;3;41.69232229412937
15;3;40.54412539845767
16;3;39.40861289486685
17;3;38.25959546465845
18;3;37.1807885709526
19;3;36.11052108667207
20;3;35.00463551943428
21;3;33.8993644273412
22;3;32.80326409535358
23;3;31.741170516355677
24;3;30.7585756811771
25;3;29.710559125106904
26;3;28.562167108363898
27;3;27.41184829939951
28;3;26.323542021575957
29;3;25.20248579313212
30;3;24.13595235899592
31;3;23.07041198019512
32;3;21.937872447165912
33;3;20.903512956441716
34;3;19.78830746872901
1;4;56.0
2;4;54.91895374328961
3;4;53.83790748657914
4;4;52.75686122986872
5;4;51.675814973158346
6;4;50.59476871644785
7;4;49.51372245973744
8;4;48.43267620302711
9;4;47.32864433057633
10;4;46.12713214777154
11;4;44.843709979489375
12;4;43.54006849273137
13;4;42.17277923240198
14;4;40.71816025607149
15;4;39.17282478352716
16;4;37.66888744149969
17;4;36.22512767491966
18;4;34.876464664242945
19;4;33.642428933236246
20;4;32.35561920233871
21;4;31.20115727880559
22;4;30.165000041340686
