steps;grower_id;mean_shelf_life
1;3;56.0
2;3;54.918953743289606
3;3;53.83790748657914
4;3;52.75686122986872
5;3;51.675814973158346
6;3;50.59476871644786
7;3;49.513722459737444
8;3;48.426936091009956
9;3;47.32667170236949
10;3;46.22023344840615
11;3;45.11404429447224
12;3;43.992264430706626
13;3;42.864037811324415
14;3;41.75355206077886
15;3;40.6366375411014
16;3;39.51251774985294
17;3;38.4111003432687
18;3;37.30150720697632
19;3;36.198760317098085
20;3;35.10884316291671
21;3;34.023748694843306
22;3;32.99915432291555
23;3;31.908994763118855
24;3;30.815028884216854
25;3;29.720068729146416
26;3;28.609543257298984
27;3;27.51971546505825
28;3;26.341568336369477
29;3;25.214577300824946
30;3;24.108004907790786
31;3;22.988015128219157
32;3;21.881520795207063
33;3;20.747066051783985
34;3;19.591185002704215
1;4;56.0
2;4;54.918953743289606
3;4;53.83790748657913
4;4;52.756861229868726
5;4;51.67581497315833
6;4;50.59476871644786
7;4;49.51372245973746
8;4;48.4326762030271
9;4;47.342778532306255
10;4;46.204630086831884
11;4;45.049873500557524
12;4;43.85947478518582
13;4;42.648266988612775
14;4;41.36829141291596
15;4;40.01108854255906
16;4;38.70274652245467
17;4;37.40322430627972
18;4;36.085196807887776
19;4;34.82638072834799
20;4;33.512642826257576
21;4;32.19974943804388
22;4;30.915479362127485
23;4;29.619867400680484
24;4;28.317386315382812
25;4;27.03916386187765
26;4;25.83682144920177
